CharacterID,Name,Race,Saga,BasePowerLevel,MaxPowerLevel,Age,Alignment,HasKiControl
20365,Android 18,Angel,Frieza Saga,256410,3787641,99,Villain,False
20366,Whis,Majin,Buu Saga,9752486,376999938,421,Villain,True
20367,Cell,Saiyan,Tournament of Power,813673675,34093638229,95,Anti-Hero,True
20368,Gohan,Hybrid,Broly Movie,686456514,22557425327,169,Villain,True
20369,Majin Buu,Hybrid,Frieza Saga,515752,8005488,916,Neutral,True
20370,Beerus,Hybrid,Broly Movie,827709983,19512534990,820,Hero,True
20371,Frieza,Frieza Race,Saiyan Saga,8618,73402,792,Villain,False
20372,Piccolo,Namekian,Broly Movie,503436433,14617332144,43,Anti-Hero,False
20373,Nappa,Hybrid,Tournament of Power,869380442,13080438275,374,Neutral,False
20374,Bardock,Saiyan,Frieza Saga,199455,2050927,184,Anti-Hero,True
20375,Broly,Saiyan,Tournament of Power,899725100,38696780335,948,Villain,False
20376,Piccolo,Namekian,Buu Saga,50653064,501456580,408,Villain,True
20377,Whis,Human,Buu Saga,85788268,2721498741,520,Villain,True
20378,Whis,God,Cell Saga,1025527,38498473,726,Anti-Hero,True
20379,Android 18,Android,Tournament of Power,310574515,9001,386,Anti-Hero,True
20380,Nappa,Hybrid,Cell Saga,219359,2606299,557,Anti-Hero,True
20381,Broly,Hybrid,Battle of Gods,960841424,21146875564,482,Neutral,True
20382,Raditz,Saiyan,Frieza Saga,504398,23438520,555,Villain,True
20383,Raditz,Saiyan,Buu Saga,67514003,572950157,819,Anti-Hero,True
20384,Vegeta,Hybrid,Buu Saga,13894436,541078353,634,Anti-Hero,True
20385,Cell,Hybrid,Battle of Gods,262870249,6925729004,623,Anti-Hero,True
20386,Goten,Hybrid,Buu Saga,61135486,92703084,63,Neutral,False
20387,Bulma,Human,Buu Saga,11641417,380089562,839,Villain,True
20388,Vegeta,Saiyan,Frieza Saga,528088,16228905,139,Anti-Hero,False
20389,Vegeta,Hybrid,Frieza Saga,23926,177465,788,Villain,False
20390,Gohan,Hybrid,Buu Saga,36948183,1520212104,740,Neutral,False
20391,Yamcha,Human,Buu Saga,60219115,537696377,785,Villain,True
20392,Broly,Saiyan,Saiyan Saga,14883,610445,520,Neutral,True
20393,Android 17,Human,Cell Saga,527316,3772697,427,Villain,True
20394,Gohan,Hybrid,Cell Saga,2464837,118449167,96,Anti-Hero,True
20395,Bardock,Saiyan,Tournament of Power,762470001,29273328499,205,Neutral,False
20396,Broly,Hybrid,Frieza Saga,157254,7309889,88,Villain,True
20397,Raditz,Saiyan,Battle of Gods,620388471,26291549496,12,Villain,True
20398,Frieza,Frieza Race,Broly Movie,629799197,27143969055,641,Hero,False
20399,Broly,Saiyan,Tournament of Power,825344116,22237489038,706,Neutral,False
20400,Cell,God,Buu Saga,88988624,3791826371,321,Villain,False
20401,Krillin,Human,Cell Saga,4520581,11536088,702,Hero,True
20402,Trunks,Saiyan,Saiyan Saga,7753,337532,185,Villain,False
20403,Majin Buu,Majin,Tournament of Power,456797822,16741322667,72,Anti-Hero,False
20404,Trunks,Saiyan,Tournament of Power,545803933,12565189213,668,Hero,False
20405,Nappa,Hybrid,Buu Saga,31321340,700888113,661,Anti-Hero,True
20406,Android 18,Human,Battle of Gods,152843414,5655419159,352,Anti-Hero,True
20407,Gohan,Hybrid,Buu Saga,29032888,1227383780,722,Hero,True
20408,Frieza,Frieza Race,Battle of Gods,892311469,43405732151,215,Neutral,False
20409,Vegeta,Hybrid,Broly Movie,336824275,16760758593,645,Hero,True
20410,Piccolo,Namekian,Cell Saga,2500514,62933055,907,Neutral,True
20411,Majin Buu,Saiyan,Saiyan Saga,2701,73362,826,Hero,True
20412,Goku,Hybrid,Broly Movie,336588571,12452989392,446,Hero,False
20413,Goku,Saiyan,Frieza Saga,316038,4874816,5,Anti-Hero,True
20414,Goku,Saiyan,Broly Movie,867295862,32557987489,300,Hero,False
20415,Yamcha,Human,Cell Saga,3037482,43516126,845,Hero,True
20416,Vegeta,Saiyan,Tournament of Power,247536155,8287082109,695,Hero,True
20417,Tien,Human,Frieza Saga,485834,4736278,264,Neutral,True
20418,Whis,Android,Frieza Saga,43841,1244560,952,Neutral,False
20419,Tien,Human,Cell Saga,2731668,85502543,853,Neutral,True
20420,Majin Buu,Saiyan,Buu Saga,21914878,378564061,54,Anti-Hero,False
20421,Goku,Hybrid,Saiyan Saga,3297,73967,383,Villain,False
20422,Tien,Human,Broly Movie,726738714,30033982450,227,Hero,False
20423,Nappa,Saiyan,Broly Movie,704986921,33795786088,611,Hero,False
20424,Beerus,Namekian,Battle of Gods,529731624,14893709332,815,Neutral,True
20425,Whis,Frieza Race,Saiyan Saga,4889,68277,365,Neutral,True
20426,Raditz,Hybrid,Tournament of Power,70584321,1891312566,626,Anti-Hero,True
20427,Cell,Frieza Race,Tournament of Power,498762412,10298685877,355,Hero,False
20428,Jiren,Human,Broly Movie,613204506,29322954825,120,Hero,False
20429,Gohan,Hybrid,Buu Saga,56303425,1360786156,852,Villain,True
20430,Whis,Angel,Broly Movie,44128521,685366250,729,Villain,True
20431,Bulma,Human,Frieza Saga,294000,4135337,70,Neutral,True
20432,Yamcha,Human,Buu Saga,38762429,888791244,230,Neutral,True
20433,Whis,Majin,Frieza Saga,261567,12832656,677,Neutral,True
20434,Cell,Human,Saiyan Saga,12207,573187,239,Hero,False
20435,Goten,Hybrid,Tournament of Power,125035751,5390095419,123,Neutral,True
20436,Bulma,Human,Broly Movie,506166289,19614423788,428,Neutral,False
20437,Android 17,Angel,Cell Saga,3782721,149533852,378,Hero,False
20438,Trunks,Saiyan,Frieza Saga,257688,12716552,583,Hero,False
20439,Bulma,Human,Frieza Saga,46503,2210719,961,Neutral,True
20440,Nappa,Hybrid,Cell Saga,815440,10163008,965,Villain,True
20441,Frieza,Frieza Race,Buu Saga,5166397,9001,804,Hero,True
20442,Frieza,Frieza Race,Saiyan Saga,7134,280312,26,Anti-Hero,False
20443,Nappa,Saiyan,Saiyan Saga,16437,146389,532,Neutral,True
20444,Frieza,Frieza Race,Cell Saga,1746652,59260261,612,Anti-Hero,False
20445,Cell,Human,Battle of Gods,589803323,3401310104,494,Villain,False
20446,Android 18,Angel,Broly Movie,798520642,8291805901,403,Villain,True
20447,Beerus,God,Battle of Gods,116070441,3305777638,519,Villain,False
20448,Jiren,Majin,Frieza Saga,100467,1954077,807,Hero,True
20449,Majin Buu,Majin,Cell Saga,2781898,88340693,746,Villain,False
20450,Yamcha,Human,Broly Movie,238186530,6468953662,894,Hero,False
20451,Broly,Hybrid,Tournament of Power,879324402,34003069736,451,Anti-Hero,False
20452,Bardock,Hybrid,Frieza Saga,276105,5741784,81,Villain,False
20453,Krillin,Human,Frieza Saga,85658,922966,37,Villain,False
20454,Piccolo,Namekian,Buu Saga,10403510,367447348,275,Anti-Hero,True
20455,Goku,Saiyan,Buu Saga,71509086,1867906152,373,Hero,False
20456,Majin Buu,God,Battle of Gods,726304505,2444714642,537,Neutral,False
20457,Piccolo,Namekian,Cell Saga,2409711,63111934,534,Villain,False
20458,Krillin,Human,Buu Saga,75696749,874045553,110,Hero,True
20459,Raditz,Hybrid,Frieza Saga,400120,6702981,589,Hero,True
20460,Raditz,Saiyan,Saiyan Saga,16045,768826,199,Villain,False
20461,Bardock,Saiyan,Saiyan Saga,5788,263220,595,Neutral,False
20462,Vegeta,Saiyan,Buu Saga,66826100,1645436916,86,Villain,False
20463,Krillin,Human,Buu Saga,34374705,501651038,818,Anti-Hero,False
20464,Tien,Human,Saiyan Saga,13209,470946,382,Anti-Hero,False
20465,Krillin,Human,Battle of Gods,869248053,30812791724,53,Anti-Hero,True
20466,Goten,Hybrid,Tournament of Power,196921462,3852454984,959,Villain,False
20467,Nappa,Hybrid,Tournament of Power,741839010,29239265789,411,Hero,False
20468,Whis,Frieza Race,Buu Saga,68704591,107391270,94,Villain,False
20469,Majin Buu,Hybrid,Broly Movie,276896169,12841960549,331,Hero,True
20470,Majin Buu,Android,Buu Saga,38769202,1642314313,908,Hero,False
20471,Majin Buu,Human,Broly Movie,264161968,4115284032,124,Hero,False
20472,Majin Buu,Angel,Buu Saga,41931777,267729226,92,Anti-Hero,True
20473,Krillin,Human,Broly Movie,829313555,15841462095,494,Villain,True
20474,Bardock,Hybrid,Tournament of Power,637606490,24736000111,689,Anti-Hero,True
20475,Trunks,Hybrid,Frieza Saga,265580,6019301,380,Villain,True
20476,Yamcha,Human,Broly Movie,924097928,7236846965,452,Villain,False
20477,Raditz,Saiyan,Tournament of Power,365924060,14602365369,177,Neutral,False
20478,Beerus,Namekian,Battle of Gods,275221891,5383975337,914,Villain,False
20479,Krillin,Human,Cell Saga,2118802,80966833,394,Villain,False
20480,Nappa,Hybrid,Broly Movie,931875680,39956540081,79,Villain,True
20481,Jiren,Majin,Battle of Gods,592809578,10661827954,500,Villain,False
20482,Broly,Hybrid,Saiyan Saga,4563,214851,852,Neutral,True
20483,Vegeta,Hybrid,Saiyan Saga,11361,376855,269,Hero,True
20484,Whis,Hybrid,Frieza Saga,185140,5272943,546,Neutral,True
20485,Gohan,Hybrid,Tournament of Power,396342854,4374010204,22,Anti-Hero,False
20486,Vegeta,Hybrid,Saiyan Saga,10699,76293,793,Neutral,True
20487,Yamcha,Human,Tournament of Power,199776331,4837028200,968,Hero,False
20488,Raditz,Saiyan,Buu Saga,75985729,2821032536,108,Hero,False
20489,Tien,Human,Tournament of Power,932692352,36805626058,709,Hero,True
20490,Krillin,Human,Tournament of Power,360909609,12740264379,667,Anti-Hero,False
20491,Goten,Hybrid,Tournament of Power,465797691,13312070057,281,Hero,False
20492,Goku,Hybrid,Broly Movie,347771252,9001,754,Neutral,True
20493,Raditz,Hybrid,Battle of Gods,805458765,33236017052,883,Anti-Hero,False
20494,Nappa,Saiyan,Buu Saga,8609975,149370079,777,Neutral,True
20495,Bulma,Human,Buu Saga,15174943,235750158,934,Hero,False
20496,Goten,Saiyan,Saiyan Saga,1479,28324,997,Neutral,False
20497,Broly,Saiyan,Cell Saga,179168,8433319,319,Villain,False
20498,Piccolo,Namekian,Cell Saga,2785160,66190570,801,Anti-Hero,True
20499,Raditz,Hybrid,Frieza Saga,215765,2612851,812,Neutral,True
20500,Bulma,Human,Tournament of Power,394382738,17864616593,902,Villain,True
20501,Majin Buu,Saiyan,Broly Movie,996361349,28185342500,919,Hero,True
20502,Beerus,Hybrid,Buu Saga,45830036,1643674825,401,Anti-Hero,True
20503,Cell,Angel,Tournament of Power,780968713,25205897876,278,Anti-Hero,False
20504,Gohan,Hybrid,Battle of Gods,616720395,11250121460,759,Anti-Hero,True
20505,Whis,Hybrid,Saiyan Saga,6668,168799,875,Neutral,True
20506,Trunks,Saiyan,Frieza Saga,48598,2048714,236,Neutral,True
20507,Majin Buu,Frieza Race,Cell Saga,1827516,38054529,480,Neutral,False
20508,Nappa,Hybrid,Buu Saga,24875933,459486460,209,Hero,False
20509,Broly,Saiyan,Buu Saga,64163744,2433005306,615,Anti-Hero,True
20510,Trunks,Saiyan,Saiyan Saga,13979,174583,729,Hero,True
20511,Cell,Human,Buu Saga,5114944,216393514,743,Neutral,False
20512,Majin Buu,Namekian,Cell Saga,2734232,65725736,334,Anti-Hero,False
20513,Frieza,Frieza Race,Tournament of Power,695515726,13141525850,120,Anti-Hero,True
20514,Goku,Hybrid,Cell Saga,3073776,73787535,756,Anti-Hero,True
20515,Nappa,Saiyan,Tournament of Power,397155295,15230765055,145,Anti-Hero,True
20516,Android 17,Namekian,Broly Movie,977071628,10670790914,965,Villain,True
20517,Gohan,Hybrid,Broly Movie,387743147,3223285340,633,Hero,False
20518,Raditz,Saiyan,Battle of Gods,582867896,6676251433,504,Neutral,False
20519,Goten,Hybrid,Battle of Gods,367308609,1417463841,431,Neutral,False
20520,Majin Buu,Human,Cell Saga,526882,7193271,472,Neutral,False
20521,Yamcha,Human,Battle of Gods,59822640,1540387113,492,Neutral,False
20522,Goku,Hybrid,Saiyan Saga,6949,221584,40,Neutral,False
20523,Android 17,Saiyan,Broly Movie,20529258,599121284,261,Hero,False
20524,Piccolo,Namekian,Battle of Gods,496419375,23909140257,962,Anti-Hero,True
20525,Nappa,Hybrid,Broly Movie,834852706,7350520968,320,Villain,True
20526,Majin Buu,Frieza Race,Frieza Saga,112043,4738714,22,Hero,True
20527,Cell,Hybrid,Cell Saga,614758,7403081,107,Neutral,True
20528,Bardock,Saiyan,Cell Saga,3552637,30368780,440,Anti-Hero,False
20529,Broly,Hybrid,Battle of Gods,183328791,8376158990,915,Anti-Hero,False
20530,Android 17,Android,Frieza Saga,291840,11023591,783,Anti-Hero,True
20531,Majin Buu,Majin,Broly Movie,297850708,14788471138,835,Anti-Hero,True
20532,Raditz,Hybrid,Broly Movie,861590056,40937614199,670,Villain,True
20533,Broly,Hybrid,Frieza Saga,22538,549976,898,Anti-Hero,True
20534,Yamcha,Human,Cell Saga,4652810,11627403,95,Neutral,True
20535,Tien,Human,Saiyan Saga,15790,282164,321,Neutral,True
20536,Android 18,Majin,Broly Movie,452748170,15648426288,375,Neutral,False
20537,Piccolo,Namekian,Buu Saga,67381566,207904986,380,Hero,False
20538,Whis,God,Buu Saga,21469262,91314359,789,Neutral,True
20539,Jiren,Saiyan,Tournament of Power,998026771,26209513684,117,Villain,True
20540,Yamcha,Human,Battle of Gods,910846420,23299484049,852,Anti-Hero,False
20541,Tien,Human,Battle of Gods,880707115,23626930912,401,Anti-Hero,False
20542,Broly,Hybrid,Broly Movie,282445907,5701068511,264,Neutral,True
20543,Majin Buu,God,Broly Movie,189418335,1435792279,273,Villain,False
20544,Tien,Human,Saiyan Saga,2070,88413,190,Hero,False
20545,Frieza,Frieza Race,Cell Saga,3225650,106168088,975,Neutral,True
20546,Android 17,Majin,Frieza Saga,170119,4887566,799,Villain,False
20547,Android 17,Majin,Battle of Gods,280564735,2221802191,781,Anti-Hero,True
20548,Vegeta,Hybrid,Broly Movie,281527282,5203944699,980,Anti-Hero,False
20549,Whis,Namekian,Broly Movie,522231649,25832871010,28,Anti-Hero,False
20550,Bardock,Hybrid,Frieza Saga,314471,1004823,103,Villain,False
20551,Android 17,Frieza Race,Broly Movie,755241417,32174631881,278,Neutral,True
20552,Goku,Hybrid,Battle of Gods,946217830,11242005777,296,Anti-Hero,False
20553,Bulma,Human,Broly Movie,137820759,4139681058,71,Hero,False
20554,Cell,Saiyan,Buu Saga,74995553,241948136,801,Neutral,True
20555,Bardock,Hybrid,Saiyan Saga,4185,134867,41,Hero,True
20556,Jiren,Majin,Frieza Saga,439504,12346843,688,Villain,True
20557,Majin Buu,Saiyan,Broly Movie,541917358,6698972029,42,Neutral,True
20558,Android 17,Frieza Race,Broly Movie,503106528,7806861361,327,Neutral,False
20559,Vegeta,Saiyan,Frieza Saga,283247,2692870,804,Neutral,False
20560,Yamcha,Human,Buu Saga,33133532,619061691,376,Neutral,False
20561,Majin Buu,Namekian,Frieza Saga,212192,2839851,707,Hero,True
20562,Android 17,Frieza Race,Frieza Saga,169089,5594613,950,Anti-Hero,True
20563,Nappa,Saiyan,Broly Movie,434959745,12688720899,828,Hero,True
20564,Krillin,Human,Buu Saga,14758954,719501921,426,Hero,True
20565,Android 18,Frieza Race,Tournament of Power,940583119,4466678342,277,Hero,True
20566,Krillin,Human,Broly Movie,605751581,24666126983,869,Hero,False
20567,Bulma,Human,Tournament of Power,36995761,439310905,332,Hero,True
20568,Tien,Human,Battle of Gods,19747693,461248400,846,Villain,True
20569,Nappa,Hybrid,Frieza Saga,73441,2328974,480,Anti-Hero,True
20570,Beerus,Namekian,Tournament of Power,840493598,24227253163,272,Neutral,True
20571,Raditz,Hybrid,Saiyan Saga,13144,406929,941,Hero,True
20572,Trunks,Hybrid,Frieza Saga,510830,1996275,50,Anti-Hero,False
20573,Tien,Human,Cell Saga,2278732,50228836,778,Hero,True
20574,Bardock,Saiyan,Frieza Saga,183479,9070311,898,Villain,True
20575,Piccolo,Namekian,Cell Saga,2799460,116165524,402,Hero,False
20576,Whis,Hybrid,Tournament of Power,790065569,27952684005,736,Villain,False
20577,Nappa,Saiyan,Frieza Saga,287283,12451604,176,Villain,True
20578,Goten,Saiyan,Tournament of Power,829977334,7553339659,839,Neutral,False
20579,Android 18,Frieza Race,Frieza Saga,457851,6390987,216,Villain,False
20580,Piccolo,Namekian,Tournament of Power,217552770,8283270623,73,Hero,True
20581,Vegeta,Hybrid,Tournament of Power,356643923,11811830583,343,Anti-Hero,False
20582,Goten,Saiyan,Saiyan Saga,2698,87005,945,Neutral,False
20583,Yamcha,Human,Buu Saga,48991637,1515388149,388,Anti-Hero,False
20584,Nappa,Saiyan,Tournament of Power,374094094,10447660142,140,Anti-Hero,True
20585,Android 17,Namekian,Saiyan Saga,319,9144,465,Villain,False
20586,Nappa,Hybrid,Tournament of Power,240060540,2571266123,168,Anti-Hero,False
20587,Raditz,Hybrid,Battle of Gods,287442956,9296763724,32,Hero,False
20588,Cell,Hybrid,Saiyan Saga,15194,169431,273,Anti-Hero,True
20589,Bulma,Human,Battle of Gods,248276244,7171110892,819,Neutral,False
20590,Tien,Human,Tournament of Power,330434136,10197373577,514,Anti-Hero,False
20591,Nappa,Saiyan,Tournament of Power,879758437,37234057384,749,Neutral,True
20592,Vegeta,Hybrid,Frieza Saga,233175,5346266,452,Villain,True
20593,Goku,Hybrid,Broly Movie,935313910,36628786703,185,Villain,True
20594,Raditz,Hybrid,Saiyan Saga,16699,70980,299,Neutral,False
20595,Bulma,Human,Frieza Saga,196072,4992446,575,Anti-Hero,False
20596,Bulma,Human,Tournament of Power,278418475,7413024383,870,Anti-Hero,True
20597,Majin Buu,Majin,Buu Saga,75069066,1708240061,224,Villain,False
20598,Bardock,Saiyan,Broly Movie,696284103,31624682147,641,Hero,True
20599,Android 18,Angel,Buu Saga,79271670,3154552884,13,Villain,False
20600,Cell,Angel,Cell Saga,2576749,119155924,519,Villain,True
20601,Krillin,Human,Frieza Saga,256344,4596462,211,Anti-Hero,False
20602,Nappa,Saiyan,Buu Saga,19551350,525760954,328,Anti-Hero,True
20603,Goten,Saiyan,Buu Saga,17717560,776424738,869,Neutral,False
20604,Beerus,Saiyan,Battle of Gods,732007616,4231520266,194,Anti-Hero,False
20605,Majin Buu,Saiyan,Buu Saga,78449337,3001263404,473,Anti-Hero,False
20606,Majin Buu,Human,Tournament of Power,314324223,8178589207,588,Neutral,True
20607,Android 18,Frieza Race,Buu Saga,75902625,2912672287,717,Hero,False
20608,Nappa,Saiyan,Broly Movie,716546947,18827532481,108,Villain,False
20609,Vegeta,Saiyan,Tournament of Power,324821087,14245540491,740,Hero,False
20610,Tien,Human,Tournament of Power,971687707,19927358027,769,Villain,True
20611,Vegeta,Hybrid,Cell Saga,278696,11600390,788,Villain,True
20612,Android 17,Angel,Broly Movie,557417940,10910325892,678,Anti-Hero,False
20613,Android 18,Majin,Saiyan Saga,6453,58710,658,Anti-Hero,False
20614,Goten,Saiyan,Tournament of Power,628637084,13750558195,934,Neutral,True
20615,Vegeta,Saiyan,Buu Saga,17308149,27723217,632,Villain,True
20616,Broly,Saiyan,Buu Saga,64104487,1083598822,816,Neutral,True
20617,Krillin,Human,Frieza Saga,518298,23371851,71,Anti-Hero,False
20618,Krillin,Human,Broly Movie,986928696,41051363254,906,Anti-Hero,True
20619,Tien,Human,Tournament of Power,823744938,14981332424,29,Hero,True
20620,Yamcha,Human,Frieza Saga,220276,6648540,453,Neutral,False
20621,Majin Buu,Namekian,Buu Saga,70327789,3283755232,368,Villain,True
20622,Android 17,God,Frieza Saga,87377,2440107,710,Anti-Hero,False
20623,Yamcha,Human,Buu Saga,32484881,827866203,991,Neutral,True
20624,Raditz,Hybrid,Cell Saga,2434058,110735599,608,Hero,True
20625,Android 17,God,Cell Saga,697729,33761611,865,Neutral,True
20626,Yamcha,Human,Tournament of Power,134403155,1839385598,944,Hero,False
20627,Whis,Namekian,Tournament of Power,211582467,6194101232,616,Neutral,True
20628,Goku,Hybrid,Buu Saga,89162624,727949865,29,Neutral,True
20629,Raditz,Saiyan,Battle of Gods,288904385,2340800772,691,Hero,True
20630,Majin Buu,Majin,Cell Saga,3353715,11219293,459,Hero,False
20631,Frieza,Frieza Race,Battle of Gods,767307808,14069298278,832,Neutral,False
20632,Goten,Saiyan,Broly Movie,853410847,20987350027,111,Villain,False
20633,Frieza,Frieza Race,Buu Saga,16979109,564585640,711,Hero,False
20634,Goten,Saiyan,Broly Movie,763859930,4985553757,331,Neutral,True
20635,Gohan,Hybrid,Saiyan Saga,729,25187,384,Hero,False
20636,Broly,Saiyan,Cell Saga,2558506,30959710,29,Anti-Hero,False
20637,Nappa,Hybrid,Saiyan Saga,2705,83128,931,Anti-Hero,False
20638,Goten,Saiyan,Frieza Saga,218926,1289443,742,Villain,True
20639,Beerus,Android,Tournament of Power,824850071,28994359560,459,Villain,True
20640,Tien,Human,Cell Saga,3735611,19307599,877,Anti-Hero,True
20641,Goten,Hybrid,Tournament of Power,669296576,18968215367,382,Anti-Hero,False
20642,Bardock,Saiyan,Saiyan Saga,11724,46196,334,Villain,True
20643,Tien,Human,Saiyan Saga,808,28498,20,Neutral,False
20644,Nappa,Hybrid,Saiyan Saga,975,14825,462,Neutral,False
20645,Goku,Saiyan,Cell Saga,4594553,159475665,394,Neutral,True
20646,Jiren,Angel,Broly Movie,559954051,4007294279,368,Hero,False
20647,Bardock,Hybrid,Broly Movie,462939946,21005302944,548,Anti-Hero,False
20648,Beerus,Android,Saiyan Saga,6360,114122,575,Villain,False
20649,Goku,Saiyan,Broly Movie,153972620,2572694629,502,Villain,False
20650,Yamcha,Human,Frieza Saga,226623,988370,552,Hero,False
20651,Vegeta,Saiyan,Saiyan Saga,14337,483143,919,Anti-Hero,True
20652,Whis,Android,Cell Saga,2225582,31781543,234,Anti-Hero,False
20653,Frieza,Frieza Race,Frieza Saga,479693,3660281,711,Neutral,True
20654,Bardock,Hybrid,Cell Saga,3080261,62461558,28,Hero,True
20655,Raditz,Saiyan,Battle of Gods,904538666,43756028734,214,Neutral,False
20656,Vegeta,Saiyan,Frieza Saga,478639,11517260,183,Neutral,False
20657,Vegeta,Saiyan,Cell Saga,1684609,23447374,410,Neutral,True
20658,Android 18,God,Tournament of Power,150782246,3023794712,320,Villain,True
20659,Gohan,Hybrid,Cell Saga,1137633,45752132,901,Neutral,False
20660,Bardock,Saiyan,Buu Saga,12125024,357533193,520,Anti-Hero,False
20661,Cell,Majin,Cell Saga,3539583,135599056,26,Anti-Hero,True
20662,Tien,Human,Buu Saga,65811482,1236855628,86,Hero,False
20663,Goten,Saiyan,Tournament of Power,106643452,4091946567,111,Villain,True
20664,Goku,Saiyan,Battle of Gods,556861237,22424541689,343,Hero,True
20665,Tien,Human,Saiyan Saga,15388,66066,667,Neutral,True
20666,Yamcha,Human,Buu Saga,56132956,2500408714,555,Villain,True
20667,Bulma,Human,Saiyan Saga,5188,196680,129,Anti-Hero,True
20668,Goten,Hybrid,Tournament of Power,425531038,7994120054,29,Villain,False
20669,Krillin,Human,Broly Movie,336234679,6399417871,237,Villain,False
20670,Vegeta,Saiyan,Tournament of Power,584188463,18617278648,269,Anti-Hero,False
20671,Yamcha,Human,Tournament of Power,901453635,13315286925,363,Villain,True
20672,Cell,Human,Frieza Saga,139765,5998915,92,Villain,False
20673,Broly,Saiyan,Buu Saga,9962176,394290861,325,Neutral,True
20674,Trunks,Hybrid,Tournament of Power,977158064,42452945661,263,Neutral,True
20675,Raditz,Saiyan,Tournament of Power,692504152,28200068488,327,Villain,False
20676,Whis,Frieza Race,Broly Movie,150535872,4476461723,314,Villain,True
20677,Whis,Namekian,Tournament of Power,677675376,6021436158,477,Neutral,True
20678,Goten,Hybrid,Broly Movie,882663107,12968367453,449,Hero,False
20679,Majin Buu,God,Frieza Saga,485827,9986156,429,Hero,True
20680,Trunks,Saiyan,Tournament of Power,517539081,8004473014,820,Villain,True
20681,Krillin,Human,Broly Movie,589635711,27318850048,961,Villain,True
20682,Goten,Saiyan,Cell Saga,1987587,45797590,886,Anti-Hero,True
20683,Raditz,Saiyan,Tournament of Power,409981151,10412098957,930,Villain,False
20684,Android 17,Frieza Race,Buu Saga,41736437,343075367,23,Anti-Hero,True
20685,Bardock,Saiyan,Tournament of Power,75960931,3077252408,676,Villain,True
20686,Android 18,Saiyan,Tournament of Power,113089937,191147553,39,Hero,False
20687,Yamcha,Human,Battle of Gods,456534709,10674207603,988,Neutral,False
20688,Android 17,Human,Saiyan Saga,2569,83134,526,Hero,True
20689,Raditz,Saiyan,Cell Saga,2570766,30175590,571,Villain,True
20690,Goten,Saiyan,Saiyan Saga,5166,95015,949,Hero,True
20691,Frieza,Frieza Race,Cell Saga,2361934,61524312,579,Anti-Hero,False
20692,Raditz,Hybrid,Saiyan Saga,14660,526015,111,Villain,False
20693,Majin Buu,Saiyan,Tournament of Power,711858003,34592547066,110,Neutral,False
20694,Bulma,Human,Battle of Gods,210904297,8869783103,588,Hero,True
20695,Bulma,Human,Cell Saga,442026,7426704,403,Neutral,True
20696,Yamcha,Human,Battle of Gods,340476231,7663081551,147,Hero,False
20697,Broly,Saiyan,Battle of Gods,70501255,2774713074,949,Anti-Hero,False
20698,Bardock,Saiyan,Saiyan Saga,12493,254542,606,Hero,True
20699,Nappa,Saiyan,Tournament of Power,982180504,42906092958,353,Hero,True
20700,Krillin,Human,Frieza Saga,510074,13107930,133,Anti-Hero,False
20701,Yamcha,Human,Cell Saga,3409245,9001,843,Anti-Hero,False
20702,Broly,Hybrid,Cell Saga,4488549,40660790,854,Villain,True
20703,Piccolo,Namekian,Saiyan Saga,15162,174667,451,Neutral,False
20704,Goten,Saiyan,Tournament of Power,116401298,5249416374,514,Villain,True
20705,Vegeta,Hybrid,Cell Saga,2819919,67999647,919,Neutral,True
20706,Krillin,Human,Buu Saga,56139699,503271960,70,Hero,False
20707,Yamcha,Human,Broly Movie,801704725,11172539117,64,Hero,False
20708,Cell,Frieza Race,Saiyan Saga,16917,491536,191,Anti-Hero,True
20709,Trunks,Hybrid,Frieza Saga,105719,3102081,962,Hero,False
20710,Krillin,Human,Tournament of Power,970412185,35642197853,635,Anti-Hero,False
20711,Nappa,Hybrid,Battle of Gods,31790790,66043444,672,Neutral,False
20712,Bardock,Saiyan,Cell Saga,2087889,4533848,853,Anti-Hero,False
20713,Frieza,Frieza Race,Battle of Gods,992597250,6163369360,81,Hero,True
20714,Goku,Hybrid,Cell Saga,1071798,38498458,904,Villain,True
20715,Beerus,Android,Frieza Saga,475277,16318644,886,Villain,False
20716,Krillin,Human,Tournament of Power,60877511,1069267844,48,Anti-Hero,False
20717,Piccolo,Namekian,Battle of Gods,487624557,10069301439,402,Neutral,False
20718,Frieza,Frieza Race,Broly Movie,579235268,997119334,373,Hero,False
20719,Majin Buu,God,Battle of Gods,571328515,14313819957,507,Hero,True
20720,Majin Buu,Android,Buu Saga,55734690,915737072,921,Hero,True
20721,Piccolo,Namekian,Tournament of Power,481368620,6993909057,546,Hero,True
20722,Goku,Saiyan,Frieza Saga,222420,4547464,783,Hero,False
20723,Broly,Hybrid,Buu Saga,8450768,52958672,743,Hero,True
20724,Android 18,Angel,Cell Saga,2724256,57624785,95,Neutral,True
20725,Tien,Human,Cell Saga,2317775,45482417,731,Neutral,True
20726,Raditz,Saiyan,Buu Saga,16420291,161098897,172,Hero,True
20727,Frieza,Frieza Race,Cell Saga,581959,20496306,303,Hero,False
20728,Krillin,Human,Buu Saga,86653687,4021391248,209,Neutral,False
20729,Frieza,Frieza Race,Frieza Saga,172078,6606496,138,Neutral,False
20730,Bulma,Human,Battle of Gods,622930729,7822585156,912,Anti-Hero,False
20731,Bardock,Hybrid,Battle of Gods,417883221,13899813978,325,Hero,False
